Ambarès-et-Lagrave;16636
Ambès;3053
Artigues-près-Bordeaux;8656
Bassens;7472
Bègles;30642
Blanquefort;15419
Bordeaux;260958
Bouliac;3706
Le Bouscat;23890
Bruges;19403
Carbon-Blanc;8254
Cenon;25496
Eysines;24488
Floirac;18181
Gradignan;25694
Le Haillan;11539
Lormont;23181
Martignas-sur-Jalle;7624
Mérignac;72197
Parempuyre;9136
Pessac;65245
Saint-Aubin-de-Médoc;7495
Saint-Louis-de-Montferrand;2161
Saint-Médard-en-Jalles;31808
Saint-Vincent-de-Paul;1000
Le Taillan-Médoc;10141
Talence;43820
Villenave-d'Ornon;36754
