Amanvillers;2098
Ars-Laquenexy;899
Ars-sur-Moselle;4704
Augny;2165
Le Ban-Saint-Martin;4517
Châtel-Saint-Germain;1916
Chesny;577
Chieulles;423
Coin-lès-Cuvry;796
Coin-sur-Seille;338
Cuvry;864
Féy;730
Gravelotte;827
Jury;1223
Jussy;445
Laquenexy;1220
Lessy;736
Longeville-lès-Metz;3955
Lorry-lès-Metz;1748
Marieulles;701
Marly;10108
La Maxe;1011
Mécleuves;1139
Metz;118489
Mey;294
Montigny-lès-Metz;21879
Moulins-lès-Metz;5007
Noisseville;1072
Nouilly;716
Peltre;1842
Plappeville;2021
Pouilly;627
Pournoy-la-Chétive;630
Rozérieulles;1343
Saint-Julien-lès-Metz;3373
Saint-Privat-la-Montagne;1909
Sainte-Ruffine;584
Saulny;1507
Scy-Chazelles;2675
Vantoux;823
Vany;438
Vaux;810
Vernéville;652
Woippy;14014
