Paris;2113705
Athis-Mons;36451
Juvisy-sur-Orge;18978
Morangis;13773
Paray-Vieille-Poste;7956
Savigny-sur-Orge;37775
Viry-Châtillon;31112
Antony;64026
Asnières-sur-Seine;91457
Bagneux;43647
Bois-Colombes;29376
Boulogne-Billancourt;120205
Bourg-la-Reine;21140
Châtenay-Malabry;35490
Châtillon;36224
Chaville;20198
Clamart;56882
Clichy;65102
Colombes;90692
Courbevoie;81945
Fontenay-aux-Roses;24586
Garches;17705
La Garenne-Colombes;29828
Gennevilliers;50874
Issy-les-Moulineaux;67695
Levallois-Perret;68412
Malakoff;30183
Marnes-la-Coquette;1758
Meudon;46722
Montrouge;46273
Nanterre;98119
Neuilly-sur-Seine;59200
Le Plessis-Robinson;28893
Puteaux;44198
Rueil-Malmaison;80842
Saint-Cloud;29859
Sceaux;20740
Sèvres;22782
Suresnes;48932
Vanves;28507
Vaucresson;8506
Ville-d'Avray;10871
Villeneuve-la-Garenne;25566
Aubervilliers;89489
Aulnay-sous-Bois;86360
Bagnolet;41776
Le Blanc-Mesnil;59912
Bobigny;55270
Bondy;51066
Le Bourget;15052
Clichy-sous-Bois;29551
Coubron;5156
La Courneuve;47086
Drancy;71312
Dugny;11723
Épinay-sur-Seine;53564
Gagny;40790
Gournay-sur-Marne;7101
L'Île-Saint-Denis;8682
Les Lilas;23262
Livry-Gargan;46507
Montfermeil;28257
Montreuil;110758
Neuilly-Plaisance;21914
Neuilly-sur-Marne;38799
Noisy-le-Grand;71632
Noisy-le-Sec;45915
Pantin;60954
Les Pavillons-sous-Bois;24872
Pierrefitte-sur-Seine;33670
Le Pré-Saint-Gervais;16733
Le Raincy;14778
Romainville;35314
Rosny-sous-Bois;45947
Saint-Denis;115237
Saint-Ouen-sur-Seine;53041
Sevran;51640
Stains;40600
Tremblay-en-France;38210
Vaujours;7743
Villemomble;29973
Villepinte;39647
Villetaneuse;12432
Ablon-sur-Seine;6029
Alfortville;45569
Arcueil;21868
Boissy-Saint-Léger;17335
Bonneuil-sur-Marne;18340
Bry-sur-Marne;18095
Cachan;30526
Champigny-sur-Marne;78367
Charenton-le-Pont;28756
Chennevières-sur-Marne;18295
Chevilly-Larue;19813
Choisy-le-Roi;46122
Créteil;92859
Fontenay-sous-Bois;52646
Fresnes;29298
Gentilly;18883
L'Haÿ-les-Roses;31338
Ivry-sur-Seine;64526
Joinville-le-Pont;20784
Le Kremlin-Bicêtre;23678
Limeil-Brévannes;27806
Maisons-Alfort;57422
Mandres-les-Roses;4876
Marolles-en-Brie;4685
Nogent-sur-Marne;32998
Noiseau;4619
Orly;24488
Ormesson-sur-Marne;10589
Périgny;2744
Le Perreux-sur-Marne;34654
Le Plessis-Trévise;21096
La Queue-en-Brie;12074
Rungis;5669
Saint-Mandé;21223
Saint-Maur-des-Fossés;76010
Saint-Maurice;14411
Santeny;3958
Sucy-en-Brie;27593
Thiais;32006
Valenton;14453
Villecresnes;11650
Villejuif;58142
Villeneuve-le-Roi;20871
Villeneuve-Saint-Georges;36170
Villiers-sur-Marne;32547
Vincennes;48368
Vitry-sur-Seine;95282
Argenteuil;107135
