Basse-Goulaine;9617
Bouaye;8281
Bouguenais;20590
Brains;2760
Carquefou;20535
La Chapelle-sur-Erdre;20483
Couëron;23541
Indre;4172
Mauves-sur-Loire;3393
La Montagne;6523
Nantes;325070
Orvault;28341
Le Pellerin;5335
Rezé;43349
Saint-Aignan-Grandlieu;3991
Saint-Herblain;50561
Saint-Jean-de-Boiseau;6024
Saint-Léger-les-Vignes;2114
Sainte-Luce-sur-Loire;16227
Saint-Sébastien-sur-Loire;28373
Sautron;8534
Les Sorinières;9163
Thouaré-sur-Loire;10956
Vertou;26048
