Aix-en-Provence;147933
Allauch;21404
Alleins;2833
Aubagne;47724
Auriol;12986
Aurons;559
La Barben;852
Beaurecueil;595
Belcodène;1978
Berre-l'Étang;13941
Bouc-Bel-Air;15367
La Bouilladisse;6447
Cabriès;10143
Cadolive;2219
Carry-le-Rouet;5717
Cassis;6706
Ceyreste;4847
Charleval;2634
Châteauneuf-le-Rouge;2331
Châteauneuf-les-Martigues;18364
La Ciotat;37599
Cornillon-Confoux;1619
Cuges-les-Pins;5949
La Destrousse;4023
Éguilles;8349
Ensuès-la-Redonne;5796
Eyguières;6915
La Fare-les-Oliviers;8953
Fos-sur-Mer;15694
Fuveau;10235
Gardanne;21534
Gémenos;6678
Gignac-la-Nerthe;10030
Grans;5382
Gréasque;4469
Istres;44044
Jouques;4478
Lamanon;2069
Lambesc;9951
Lançon-Provence;9627
Mallemort;6190
Marignane;33164
Marseille;877215
Martigues;48818
Meyrargues;3818
Meyreuil;6341
Mimet;4147
Miramas;25891
Pélissanne;10799
La Penne-sur-Huveaune;6618
Les Pennes-Mirabeau;22423
Peynier;3692
Peypin;5612
Peyrolles-en-Provence;5316
Plan-de-Cuques;11504
Port-de-Bouc;16138
Port-Saint-Louis-du-Rhône;8510
Puyloubier;1780
Le Puy-Sainte-Réparade;5794
Rognac;12335
Rognes;4640
La Roque-d'Anthéron;5355
Roquefort-la-Bédoule;5784
Roquevaire;8823
Rousset;5357
Le Rove;5205
Saint-Antonin-sur-Bayon;125
Saint-Cannat;5877
Saint-Chamas;8669
Saint-Estève-Janson;364
Saint-Marc-Jaumegarde;1270
Saint-Mitre-les-Remparts;5996
Saint-Paul-lès-Durance;886
Saint-Savournin;3449
Saint-Victoret;6689
Salon-de-Provence;44553
Sausset-les-Pins;7556
Sénas;6829
Septèmes-les-Vallons;12018
Simiane-Collongue;5823
Le Tholonet;2370
Trets;10933
Vauvenargues;1058
Velaux;8827
Venelles;8420
Ventabren;5613
Vernègues;2158
Vitrolles;36612
Coudoux;3775
Carnoux-en-Provence;6872
Saint-Zacharie;5877
Pertuis;19764
